date,pm25,pm10,o3,no2,so2,co
2017-04-02,80.0,82.0,43.0,32.0,7.0,9.0
2017-04-03,151.0,121.0,85.0,36.0,12.0,12.0
2017-04-04,198.0,100.0,48.0,22.0,11.0,9.0
2017-04-05,187.0,60.0,67.0,9.0,2.0,4.0
2017-04-06,138.0,87.0,71.0,19.0,3.0,8.0
2017-04-07,172.0,85.0,38.0,16.0,3.0,7.0
2017-04-08,161.0,100.0,26.0,25.0,3.0,8.0
2017-04-09,150.0,72.0,43.0,19.0,3.0,8.0
2017-04-10,154.0,83.0,41.0,23.0,5.0,6.0
2017-04-11,148.0,54.0,44.0,15.0,3.0,4.0
2017-04-12,95.0,73.0,39.0,30.0,3.0,6.0
2017-04-13,106.0,89.0,33.0,28.0,8.0,9.0
2017-04-14,131.0,106.0,44.0,29.0,3.0,9.0
2017-04-15,154.0,73.0,57.0,23.0,2.0,5.0
2017-04-16,112.0,111.0,53.0,28.0,9.0,8.0
2017-04-17,145.0,150.0,41.0,27.0,5.0,9.0
2017-04-18,180.0,66.0,44.0,8.0,1.0,1.0
2017-04-19,75.0,87.0,17.0,31.0,5.0,6.0
2017-04-20,116.0,75.0,38.0,23.0,1.0,7.0
2017-04-21,122.0,54.0,47.0,9.0,1.0,1.0
2017-04-22,61.0,90.0,59.0,19.0,4.0,4.0
2017-04-23,116.0,60.0,48.0,8.0,3.0,3.0
2017-04-24,76.0,81.0,50.0,16.0,5.0,6.0
2017-04-25,118.0,33.0,33.0,8.0,1.0,1.0
2017-04-26,49.0,36.0,45.0,14.0,1.0,2.0
2017-04-27,50.0,43.0,47.0,20.0,1.0,2.0
2017-04-28,55.0,52.0,54.0,20.0,1.0,3.0
2017-04-29,70.0,78.0,64.0,19.0,2.0,3.0
2017-04-30,105.0,117.0,68.0,20.0,3.0,4.0
2017-05-01,152.0,86.0,60.0,19.0,4.0,5.0
2017-05-02,115.0,97.0,108.0,23.0,7.0,7.0
2017-05-03,136.0,85.0,59.0,19.0,7.0,6.0
2017-05-04,131.0,638.0,46.0,11.0,3.0,2.0
2017-05-05,382.0,466.0,42.0,10.0,4.0,2.0
2017-05-06,275.0,78.0,58.0,16.0,4.0,2.0
2017-05-07,101.0,65.0,74.0,26.0,5.0,3.0
2017-05-08,101.0,93.0,94.0,24.0,8.0,5.0
2017-05-09,146.0,82.0,93.0,12.0,6.0,4.0
2017-05-10,112.0,60.0,74.0,13.0,3.0,4.0
2017-05-11,108.0,107.0,47.0,18.0,4.0,3.0
2017-05-12,103.0,131.0,78.0,14.0,5.0,3.0
2017-05-13,106.0,63.0,43.0,9.0,3.0,1.0
2017-05-14,75.0,41.0,70.0,10.0,2.0,3.0
2017-05-15,46.0,62.0,74.0,14.0,5.0,5.0
2017-05-16,74.0,76.0,106.0,14.0,7.0,5.0
2017-05-17,103.0,86.0,141.0,16.0,7.0,6.0
2017-05-18,128.0,116.0,159.0,27.0,9.0,9.0
2017-05-19,160.0,103.0,134.0,16.0,5.0,5.0
2017-05-20,146.0,79.0,137.0,11.0,4.0,6.0
2017-05-21,133.0,71.0,90.0,14.0,6.0,9.0
2017-05-22,141.0,44.0,29.0,21.0,5.0,11.0
2017-05-23,109.0,38.0,69.0,18.0,1.0,2.0
2017-05-24,52.0,46.0,84.0,25.0,1.0,2.0
2017-05-25,58.0,67.0,102.0,21.0,4.0,5.0
2017-05-26,74.0,69.0,,24.0,5.0,4.0
2017-05-27,112.0,83.0,,23.0,11.0,12.0
2017-05-28,143.0,97.0,,18.0,12.0,15.0
2017-05-29,172.0,72.0,,12.0,5.0,7.0
2017-05-30,89.0,61.0,,20.0,1.0,7.0
2017-05-31,106.0,78.0,86.0,26.0,2.0,8.0
2017-06-01,141.0,46.0,105.0,14.0,2.0,7.0
2017-06-02,76.0,54.0,31.0,18.0,6.0,10.0
2017-06-03,75.0,50.0,59.0,21.0,2.0,8.0
2017-06-04,89.0,68.0,111.0,25.0,7.0,5.0
2017-06-05,122.0,76.0,147.0,29.0,11.0,8.0
2017-06-06,146.0,50.0,38.0,14.0,1.0,4.0
2017-06-07,119.0,43.0,89.0,13.0,3.0,5.0
2017-06-08,110.0,50.0,68.0,24.0,2.0,6.0
2017-06-09,76.0,68.0,109.0,26.0,3.0,7.0
2017-06-10,95.0,59.0,60.0,15.0,7.0,7.0
2017-06-11,62.0,62.0,100.0,24.0,5.0,6.0
2017-06-12,87.0,63.0,73.0,26.0,9.0,10.0
2017-06-13,95.0,52.0,78.0,21.0,4.0,8.0
2017-06-14,105.0,51.0,102.0,23.0,2.0,13.0
2017-06-15,113.0,70.0,104.0,18.0,1.0,4.0
2017-06-16,96.0,86.0,101.0,15.0,3.0,7.0
2017-06-17,140.0,95.0,148.0,15.0,3.0,6.0
2017-06-18,155.0,87.0,146.0,16.0,3.0,6.0
2017-06-19,152.0,39.0,115.0,11.0,2.0,3.0
2017-06-20,96.0,50.0,121.0,12.0,1.0,4.0
2017-06-21,94.0,60.0,116.0,14.0,5.0,8.0
2017-06-22,116.0,28.0,56.0,13.0,1.0,10.0
2017-06-23,86.0,22.0,41.0,10.0,1.0,5.0
2017-06-24,73.0,28.0,55.0,10.0,1.0,4.0
2017-06-25,73.0,42.0,90.0,19.0,1.0,5.0
2017-06-26,94.0,36.0,109.0,20.0,1.0,3.0
2017-06-27,72.0,73.0,144.0,22.0,5.0,7.0
2017-06-28,132.0,86.0,134.0,24.0,6.0,10.0
2017-06-29,147.0,61.0,111.0,17.0,6.0,6.0
2017-06-30,128.0,68.0,139.0,16.0,2.0,6.0
2017-07-01,144.0,81.0,129.0,19.0,2.0,8.0
2017-01-03,273.0,282.0,6.0,73.0,8.0,55.0
2017-01-04,383.0,387.0,6.0,67.0,8.0,67.0
2017-01-05,437.0,170.0,4.0,49.0,10.0,48.0
2017-01-06,281.0,144.0,3.0,52.0,16.0,48.0
2017-01-07,285.0,142.0,2.0,41.0,11.0,35.0
2017-01-08,244.0,,20.0,13.0,4.0,5.0
2017-01-09,77.0,51.0,17.0,16.0,2.0,6.0
2017-01-10,77.0,38.0,21.0,18.0,3.0,5.0
2017-01-11,71.0,65.0,7.0,38.0,11.0,14.0
2017-01-12,149.0,50.0,30.0,26.0,8.0,8.0
2017-01-13,104.0,24.0,27.0,13.0,5.0,3.0
2017-01-14,38.0,36.0,23.0,23.0,5.0,7.0
2017-01-15,61.0,55.0,15.0,25.0,6.0,9.0
2017-01-16,124.0,82.0,5.0,36.0,12.0,17.0
2017-01-17,174.0,106.0,7.0,42.0,14.0,22.0
2017-01-18,203.0,49.0,14.0,28.0,6.0,8.0
2017-01-19,114.0,71.0,26.0,19.0,9.0,9.0
2017-01-20,108.0,31.0,23.0,17.0,3.0,5.0
2017-01-21,64.0,45.0,26.0,17.0,8.0,4.0
2017-01-22,80.0,35.0,17.0,23.0,6.0,7.0
2017-01-23,83.0,44.0,18.0,23.0,8.0,8.0
2017-01-24,99.0,88.0,8.0,34.0,24.0,24.0
2017-01-25,171.0,127.0,11.0,38.0,25.0,30.0
2017-01-26,244.0,130.0,22.0,27.0,16.0,24.0
2017-01-27,244.0,74.0,28.0,13.0,9.0,5.0
2017-01-28,102.0,332.0,7.0,27.0,48.0,20.0
2017-01-29,415.0,54.0,26.0,7.0,5.0,7.0
2017-01-30,100.0,33.0,28.0,8.0,4.0,3.0
2017-01-31,73.0,66.0,25.0,18.0,17.0,9.0
2017-02-01,163.0,36.0,25.0,10.0,5.0,3.0
2017-02-02,66.0,80.0,17.0,30.0,15.0,12.0
2017-02-03,168.0,127.0,20.0,38.0,23.0,22.0
2017-02-04,235.0,204.0,31.0,41.0,24.0,28.0
2017-02-05,341.0,18.0,33.0,8.0,3.0,2.0
2017-02-06,45.0,21.0,28.0,10.0,2.0,2.0
2017-02-07,39.0,69.0,21.0,24.0,10.0,9.0
2017-02-08,153.0,39.0,32.0,13.0,3.0,6.0
2017-02-09,88.0,29.0,29.0,6.0,1.0,2.0
2017-02-10,33.0,26.0,27.0,5.0,1.0,1.0
2017-02-11,37.0,77.0,25.0,20.0,10.0,5.0
2017-02-12,84.0,119.0,10.0,37.0,29.0,23.0
2017-02-13,213.0,97.0,23.0,33.0,14.0,19.0
2017-02-14,168.0,120.0,5.0,38.0,13.0,23.0
2017-02-15,236.0,135.0,16.0,53.0,20.0,27.0
2017-02-16,289.0,56.0,31.0,30.0,11.0,12.0
2017-02-17,164.0,36.0,33.0,11.0,3.0,3.0
2017-02-18,65.0,86.0,20.0,29.0,13.0,14.0
2017-02-19,169.0,97.0,32.0,23.0,14.0,8.0
2017-02-20,156.0,29.0,29.0,8.0,2.0,2.0
2017-02-21,39.0,61.0,12.0,21.0,6.0,8.0
2017-02-22,143.0,29.0,26.0,15.0,3.0,8.0
2017-02-23,141.0,29.0,31.0,13.0,3.0,4.0
2017-02-24,61.0,37.0,28.0,22.0,7.0,6.0
2017-02-25,78.0,18.0,32.0,14.0,3.0,3.0
2017-02-26,43.0,35.0,27.0,21.0,3.0,5.0
2017-02-27,80.0,93.0,21.0,34.0,9.0,13.0
2017-02-28,158.0,25.0,34.0,16.0,3.0,4.0
2017-03-01,54.0,35.0,37.0,7.0,2.0,2.0
2017-03-02,47.0,58.0,24.0,20.0,5.0,5.0
2017-03-03,110.0,98.0,19.0,27.0,12.0,13.0
2017-03-04,170.0,78.0,23.0,32.0,15.0,13.0
2017-03-05,165.0,30.0,28.0,8.0,2.0,2.0
2017-03-06,57.0,40.0,26.0,15.0,2.0,4.0
2017-03-07,65.0,25.0,26.0,5.0,1.0,2.0
2017-03-08,40.0,26.0,29.0,8.0,1.0,2.0
2017-03-09,48.0,28.0,28.0,16.0,1.0,3.0
2017-03-10,46.0,52.0,28.0,29.0,5.0,6.0
2017-03-11,88.0,75.0,22.0,23.0,9.0,9.0
2017-03-12,114.0,26.0,19.0,5.0,1.0,1.0
2017-03-13,47.0,27.0,35.0,13.0,2.0,3.0
2017-03-14,33.0,43.0,21.0,20.0,3.0,5.0
2017-03-15,58.0,71.0,29.0,27.0,11.0,11.0
2017-03-16,150.0,112.0,31.0,40.0,13.0,10.0
2017-03-17,185.0,93.0,30.0,23.0,9.0,8.0
2017-03-18,182.0,111.0,57.0,27.0,7.0,11.0
2017-03-19,198.0,146.0,62.0,34.0,17.0,19.0
2017-03-20,258.0,116.0,23.0,33.0,10.0,13.0
2017-03-21,196.0,76.0,39.0,17.0,3.0,6.0
2017-03-22,166.0,117.0,32.0,34.0,13.0,10.0
2017-03-23,192.0,94.0,23.0,22.0,4.0,13.0
2017-03-24,191.0,,21.0,18.0,1.0,8.0
2017-03-25,156.0,26.0,40.0,14.0,1.0,5.0
2017-03-26,100.0,24.0,39.0,8.0,1.0,1.0
2017-03-27,46.0,27.0,43.0,11.0,1.0,2.0
2017-03-28,50.0,71.0,45.0,20.0,6.0,5.0
2017-03-29,141.0,97.0,53.0,23.0,6.0,7.0
2017-03-30,182.0,90.0,38.0,20.0,10.0,10.0
2017-03-31,159.0,43.0,42.0,14.0,2.0,4.0
2017-04-01,69.0,60.0,38.0,23.0,2.0,4.0
2016-10-02,202.0,129.0,63.0,31.0,4.0,12.0
2016-10-03,219.0,103.0,71.0,20.0,2.0,10.0
2016-10-04,176.0,49.0,19.0,14.0,1.0,9.0
2016-10-05,89.0,67.0,25.0,16.0,1.0,11.0
2016-10-06,141.0,66.0,13.0,19.0,2.0,14.0
2016-10-07,153.0,45.0,20.0,18.0,1.0,15.0
2016-10-08,115.0,20.0,26.0,8.0,1.0,4.0
2016-10-09,44.0,57.0,14.0,22.0,2.0,6.0
2016-10-10,98.0,96.0,10.0,34.0,7.0,12.0
2016-10-11,167.0,93.0,25.0,27.0,5.0,13.0
2016-10-12,181.0,74.0,27.0,24.0,4.0,10.0
2016-10-13,157.0,118.0,28.0,35.0,3.0,14.0
2016-10-14,217.0,152.0,30.0,42.0,4.0,18.0
2016-10-15,286.0,128.0,,37.0,4.0,19.0
2016-10-16,243.0,110.0,28.0,21.0,2.0,8.0
2016-10-17,181.0,79.0,27.0,20.0,1.0,8.0
2016-10-18,139.0,102.0,2.0,28.0,3.0,17.0
2016-10-19,176.0,132.0,16.0,31.0,3.0,21.0
2016-10-20,270.0,87.0,10.0,23.0,3.0,13.0
2016-10-21,164.0,52.0,11.0,16.0,,7.0
2016-10-22,125.0,20.0,13.0,13.0,1.0,4.0
2016-10-23,48.0,45.0,13.0,21.0,1.0,5.0
2016-10-24,83.0,89.0,1.0,25.0,1.0,11.0
2016-10-25,150.0,101.0,3.0,31.0,1.0,13.0
2016-10-26,178.0,71.0,21.0,20.0,1.0,7.0
2016-10-27,93.0,55.0,3.0,21.0,3.0,11.0
2016-10-28,96.0,17.0,23.0,12.0,1.0,3.0
2016-10-29,41.0,50.0,17.0,22.0,2.0,5.0
2016-10-30,79.0,63.0,24.0,19.0,3.0,8.0
2016-10-31,110.0,19.0,21.0,7.0,1.0,1.0
2016-11-01,35.0,54.0,16.0,23.0,4.0,6.0
2016-11-02,111.0,108.0,7.0,38.0,8.0,13.0
2016-11-03,184.0,161.0,3.0,45.0,8.0,23.0
2016-11-04,254.0,180.0,3.0,47.0,4.0,30.0
2016-11-05,298.0,133.0,19.0,38.0,2.0,27.0
2016-11-06,229.0,67.0,16.0,22.0,6.0,9.0
2016-11-07,148.0,42.0,19.0,18.0,1.0,6.0
2016-11-08,94.0,37.0,13.0,23.0,3.0,6.0
2016-11-09,102.0,131.0,1.0,33.0,5.0,24.0
2016-11-10,231.0,107.0,8.0,22.0,3.0,14.0
2016-11-11,198.0,81.0,3.0,26.0,2.0,14.0
2016-11-12,153.0,83.0,12.0,26.0,5.0,12.0
2016-11-13,155.0,111.0,1.0,28.0,6.0,22.0
2016-11-14,172.0,67.0,25.0,17.0,2.0,9.0
2016-11-15,86.0,60.0,8.0,31.0,6.0,12.0
2016-11-16,107.0,107.0,8.0,35.0,6.0,20.0
2016-11-17,182.0,116.0,2.0,31.0,12.0,23.0
2016-11-18,189.0,190.0,2.0,35.0,11.0,37.0
2016-11-19,244.0,107.0,19.0,26.0,4.0,17.0
2016-11-20,183.0,71.0,12.0,18.0,2.0,9.0
2016-11-21,131.0,18.0,23.0,7.0,1.0,3.0
2016-11-22,44.0,18.0,21.0,9.0,2.0,2.0
2016-11-23,36.0,21.0,15.0,15.0,3.0,4.0
2016-11-24,50.0,69.0,8.0,33.0,10.0,12.0
2016-11-25,136.0,133.0,2.0,44.0,12.0,25.0
2016-11-26,234.0,291.0,5.0,53.0,10.0,34.0
2016-11-27,332.0,102.0,23.0,30.0,4.0,17.0
2016-11-28,144.0,76.0,3.0,41.0,11.0,18.0
2016-11-29,151.0,90.0,1.0,34.0,12.0,22.0
2016-11-30,173.0,83.0,23.0,30.0,7.0,19.0
2016-12-01,142.0,32.0,26.0,22.0,3.0,5.0
2016-12-02,66.0,86.0,7.0,40.0,11.0,18.0
2016-12-03,172.0,215.0,4.0,54.0,14.0,36.0
2016-12-04,292.0,244.0,5.0,47.0,8.0,35.0
2016-12-05,327.0,38.0,24.0,20.0,5.0,9.0
2016-12-06,94.0,91.0,3.0,46.0,11.0,21.0
2016-12-07,164.0,109.0,4.0,46.0,14.0,26.0
2016-12-08,201.0,87.0,26.0,24.0,7.0,16.0
2016-12-09,136.0,30.0,20.0,18.0,4.0,5.0
2016-12-10,69.0,55.0,9.0,32.0,7.0,12.0
2016-12-11,120.0,145.0,5.0,49.0,20.0,38.0
2016-12-12,259.0,141.0,5.0,44.0,20.0,25.0
2016-12-13,271.0,33.0,21.0,22.0,4.0,8.0
2016-12-14,87.0,32.0,16.0,21.0,5.0,5.0
2016-12-15,72.0,43.0,23.0,21.0,5.0,7.0
2016-12-16,85.0,101.0,3.0,47.0,12.0,21.0
2016-12-17,182.0,164.0,4.0,49.0,18.0,32.0
2016-12-18,279.0,161.0,4.0,49.0,12.0,36.0
2016-12-19,293.0,164.0,6.0,54.0,13.0,38.0
2016-12-20,271.0,290.0,3.0,54.0,3.0,68.0
2016-12-21,407.0,280.0,4.0,62.0,5.0,66.0
2016-12-22,418.0,90.0,24.0,20.0,2.0,14.0
2016-12-23,131.0,39.0,15.0,23.0,4.0,6.0
2016-12-24,83.0,101.0,3.0,40.0,15.0,24.0
2016-12-25,194.0,112.0,3.0,42.0,17.0,25.0
2016-12-26,214.0,46.0,19.0,26.0,9.0,9.0
2016-12-27,114.0,41.0,21.0,21.0,5.0,6.0
2016-12-28,85.0,62.0,18.0,18.0,5.0,9.0
2016-12-29,122.0,68.0,12.0,24.0,5.0,12.0
2016-12-30,104.0,222.0,5.0,49.0,11.0,37.0
2016-12-31,318.0,335.0,4.0,64.0,12.0,53.0
2017-01-01,379.0,425.0,4.0,59.0,4.0,62.0
2017-01-02,486.0,243.0,16.0,45.0,6.0,32.0
2016-07-02,46.0,52.0,90.0,19.0,1.0,6.0
2016-07-03,106.0,66.0,110.0,17.0,5.0,8.0
2016-07-04,152.0,82.0,110.0,14.0,3.0,11.0
2016-07-05,195.0,67.0,119.0,13.0,2.0,9.0
2016-07-06,163.0,63.0,111.0,19.0,3.0,8.0
2016-07-07,141.0,86.0,126.0,14.0,4.0,11.0
2016-07-08,169.0,77.0,104.0,16.0,3.0,11.0
2016-07-09,159.0,58.0,100.0,15.0,1.0,7.0
2016-07-10,147.0,62.0,91.0,12.0,1.0,7.0
2016-07-11,144.0,62.0,92.0,12.0,3.0,6.0
2016-07-12,154.0,33.0,38.0,13.0,2.0,5.0
2016-07-13,85.0,32.0,85.0,17.0,1.0,4.0
2016-07-14,58.0,50.0,63.0,22.0,2.0,7.0
2016-07-15,92.0,34.0,30.0,16.0,1.0,6.0
2016-07-16,102.0,43.0,35.0,18.0,1.0,6.0
2016-07-17,101.0,66.0,115.0,25.0,1.0,16.0
2016-07-18,153.0,74.0,54.0,28.0,3.0,18.0
2016-07-19,168.0,54.0,16.0,29.0,1.0,12.0
2016-07-20,176.0,5.0,23.0,12.0,,6.0
2016-07-21,95.0,17.0,21.0,15.0,,7.0
2016-07-22,59.0,,77.0,21.0,1.0,9.0
2016-07-23,147.0,,96.0,27.0,,12.0
2016-07-24,168.0,56.0,104.0,22.0,,8.0
2016-07-25,129.0,40.0,55.0,19.0,1.0,8.0
2016-07-26,103.0,25.0,76.0,11.0,1.0,4.0
2016-07-27,46.0,61.0,121.0,18.0,1.0,8.0
2016-07-28,122.0,47.0,90.0,17.0,1.0,6.0
2016-07-29,101.0,77.0,109.0,16.0,1.0,15.0
2016-07-30,170.0,47.0,39.0,12.0,,15.0
2016-07-31,194.0,55.0,43.0,14.0,1.0,12.0
2016-08-01,129.0,59.0,81.0,13.0,1.0,12.0
2016-08-02,137.0,42.0,75.0,13.0,1.0,12.0
2016-08-03,112.0,59.0,108.0,14.0,1.0,9.0
2016-08-04,124.0,76.0,120.0,15.0,2.0,14.0
2016-08-05,162.0,54.0,78.0,12.0,1.0,7.0
2016-08-06,131.0,74.0,80.0,15.0,1.0,9.0
2016-08-07,164.0,26.0,54.0,6.0,,6.0
2016-08-08,62.0,37.0,74.0,12.0,1.0,8.0
2016-08-09,87.0,54.0,91.0,22.0,3.0,12.0
2016-08-10,111.0,67.0,69.0,11.0,1.0,9.0
2016-08-11,152.0,64.0,82.0,11.0,2.0,8.0
2016-08-12,154.0,50.0,36.0,14.0,2.0,7.0
2016-08-13,115.0,32.0,19.0,15.0,1.0,6.0
2016-08-14,66.0,32.0,90.0,12.0,1.0,5.0
2016-08-15,55.0,40.0,45.0,11.0,2.0,6.0
2016-08-16,70.0,32.0,76.0,14.0,1.0,5.0
2016-08-17,69.0,67.0,19.0,32.0,2.0,9.0
2016-08-18,137.0,,23.0,29.0,1.0,15.0
2016-08-19,156.0,27.0,67.0,15.0,,8.0
2016-08-20,57.0,54.0,115.0,20.0,1.0,10.0
2016-08-21,117.0,61.0,147.0,23.0,1.0,9.0
2016-08-22,126.0,48.0,82.0,15.0,3.0,8.0
2016-08-23,107.0,62.0,71.0,19.0,4.0,7.0
2016-08-24,130.0,73.0,52.0,26.0,3.0,10.0
2016-08-25,154.0,21.0,32.0,11.0,1.0,3.0
2016-08-26,35.0,23.0,41.0,16.0,1.0,2.0
2016-08-27,32.0,32.0,36.0,21.0,1.0,4.0
2016-08-28,43.0,25.0,44.0,16.0,1.0,2.0
2016-08-29,36.0,37.0,49.0,20.0,1.0,4.0
2016-08-30,48.0,54.0,100.0,22.0,2.0,6.0
2016-08-31,85.0,38.0,38.0,22.0,2.0,3.0
2016-09-01,53.0,26.0,31.0,13.0,1.0,2.0
2016-09-02,23.0,30.0,28.0,13.0,1.0,3.0
2016-09-03,40.0,33.0,78.0,14.0,1.0,4.0
2016-09-04,59.0,66.0,94.0,20.0,4.0,9.0
2016-09-05,143.0,45.0,43.0,13.0,1.0,4.0
2016-09-06,72.0,34.0,34.0,21.0,1.0,5.0
2016-09-07,70.0,49.0,79.0,18.0,3.0,6.0
2016-09-08,109.0,34.0,44.0,22.0,1.0,6.0
2016-09-09,60.0,32.0,33.0,21.0,1.0,4.0
2016-09-10,52.0,30.0,49.0,19.0,1.0,3.0
2016-09-11,46.0,56.0,52.0,13.0,1.0,7.0
2016-09-12,88.0,42.0,50.0,18.0,1.0,6.0
2016-09-13,89.0,63.0,60.0,24.0,1.0,9.0
2016-09-14,163.0,71.0,86.0,22.0,2.0,10.0
2016-09-15,165.0,74.0,98.0,21.0,2.0,7.0
2016-09-16,155.0,58.0,93.0,21.0,2.0,9.0
2016-09-17,180.0,40.0,26.0,17.0,1.0,7.0
2016-09-18,99.0,25.0,14.0,16.0,,5.0
2016-09-19,56.0,19.0,34.0,15.0,1.0,3.0
2016-09-20,37.0,40.0,43.0,22.0,2.0,4.0
2016-09-21,61.0,86.0,14.0,43.0,2.0,10.0
2016-09-22,151.0,85.0,42.0,32.0,3.0,10.0
2016-09-23,171.0,111.0,88.0,22.0,1.0,11.0
2016-09-24,187.0,127.0,96.0,24.0,3.0,10.0
2016-09-25,165.0,125.0,48.0,22.0,3.0,15.0
2016-09-26,217.0,68.0,24.0,18.0,1.0,10.0
2016-09-27,136.0,24.0,25.0,11.0,1.0,6.0
2016-09-28,65.0,26.0,26.0,16.0,1.0,2.0
2016-09-29,45.0,71.0,44.0,27.0,4.0,6.0
2016-09-30,130.0,93.0,66.0,34.0,5.0,9.0
2016-10-01,169.0,123.0,58.0,41.0,6.0,13.0
2016-04-02,106.0,21.0,33.0,7.0,1.0,1.0
2016-04-03,26.0,34.0,37.0,12.0,1.0,1.0
2016-04-04,44.0,75.0,52.0,24.0,6.0,4.0
2016-04-05,148.0,91.0,60.0,26.0,10.0,8.0
2016-04-06,179.0,83.0,39.0,32.0,18.0,16.0
2016-04-07,183.0,83.0,35.0,29.0,3.0,9.0
2016-04-08,160.0,50.0,39.0,14.0,3.0,2.0
2016-04-09,68.0,164.0,40.0,29.0,6.0,6.0
2016-04-10,156.0,117.0,38.0,21.0,7.0,7.0
2016-04-11,137.0,70.0,34.0,20.0,3.0,4.0
2016-04-12,144.0,65.0,30.0,29.0,3.0,6.0
2016-04-13,155.0,87.0,39.0,41.0,4.0,10.0
2016-04-14,191.0,68.0,43.0,13.0,2.0,2.0
2016-04-15,92.0,72.0,44.0,33.0,11.0,10.0
2016-04-16,148.0,57.0,32.0,10.0,1.0,3.0
2016-04-17,79.0,24.0,37.0,8.0,,1.0
2016-04-18,50.0,26.0,40.0,10.0,1.0,1.0
2016-04-19,53.0,65.0,18.0,31.0,11.0,11.0
2016-04-20,140.0,60.0,48.0,19.0,4.0,5.0
2016-04-21,145.0,96.0,51.0,35.0,5.0,8.0
2016-04-22,173.0,70.0,42.0,9.0,,1.0
2016-04-23,89.0,38.0,38.0,18.0,1.0,1.0
2016-04-24,81.0,89.0,72.0,26.0,11.0,7.0
2016-04-25,152.0,81.0,77.0,15.0,7.0,5.0
2016-04-26,160.0,80.0,62.0,20.0,13.0,11.0
2016-04-27,160.0,72.0,46.0,31.0,6.0,10.0
2016-04-28,166.0,69.0,85.0,30.0,3.0,9.0
2016-04-29,161.0,64.0,92.0,32.0,9.0,11.0
2016-04-30,171.0,100.0,117.0,40.0,5.0,14.0
2016-05-01,210.0,57.0,117.0,21.0,14.0,19.0
2016-05-02,213.0,62.0,38.0,8.0,2.0,9.0
2016-05-03,144.0,50.0,41.0,14.0,1.0,2.0
2016-05-04,94.0,44.0,51.0,30.0,2.0,4.0
2016-05-05,78.0,55.0,51.0,25.0,8.0,9.0
2016-05-06,116.0,199.0,37.0,5.0,1.0,1.0
2016-05-07,112.0,30.0,53.0,12.0,1.0,1.0
2016-05-08,49.0,64.0,67.0,22.0,9.0,6.0
2016-05-09,153.0,41.0,34.0,17.0,3.0,4.0
2016-05-10,105.0,53.0,71.0,22.0,1.0,5.0
2016-05-11,117.0,73.0,87.0,15.0,6.0,9.0
2016-05-12,183.0,29.0,37.0,15.0,2.0,7.0
2016-05-13,72.0,57.0,57.0,31.0,6.0,7.0
2016-05-14,109.0,38.0,36.0,21.0,3.0,3.0
2016-05-15,110.0,23.0,36.0,22.0,1.0,3.0
2016-05-16,94.0,46.0,54.0,26.0,1.0,4.0
2016-05-17,80.0,78.0,111.0,27.0,6.0,2.0
2016-05-18,143.0,70.0,99.0,14.0,5.0,3.0
2016-05-19,146.0,76.0,127.0,17.0,8.0,4.0
2016-05-20,161.0,78.0,116.0,27.0,11.0,8.0
2016-05-21,163.0,65.0,109.0,23.0,9.0,6.0
2016-05-22,153.0,67.0,104.0,29.0,4.0,4.0
2016-05-23,136.0,76.0,71.0,25.0,8.0,8.0
2016-05-24,141.0,31.0,59.0,14.0,1.0,2.0
2016-05-25,81.0,24.0,52.0,10.0,19.0,2.0
2016-05-26,64.0,48.0,50.0,16.0,1.0,2.0
2016-05-27,109.0,79.0,86.0,28.0,6.0,6.0
2016-05-28,141.0,57.0,97.0,15.0,4.0,5.0
2016-05-29,119.0,51.0,72.0,14.0,3.0,5.0
2016-05-30,117.0,93.0,138.0,26.0,9.0,10.0
2016-05-31,159.0,86.0,39.0,17.0,6.0,8.0
2016-06-01,156.0,54.0,82.0,20.0,3.0,6.0
2016-06-02,127.0,63.0,109.0,26.0,5.0,7.0
2016-06-03,139.0,83.0,116.0,28.0,13.0,11.0
2016-06-04,160.0,78.0,123.0,13.0,8.0,8.0
2016-06-05,164.0,73.0,110.0,16.0,8.0,8.0
2016-06-06,149.0,77.0,127.0,16.0,4.0,8.0
2016-06-07,160.0,61.0,62.0,11.0,1.0,7.0
2016-06-08,137.0,,114.0,15.0,1.0,11.0
2016-06-09,188.0,76.0,110.0,18.0,3.0,9.0
2016-06-10,176.0,31.0,86.0,9.0,1.0,5.0
2016-06-11,124.0,15.0,49.0,9.0,,2.0
2016-06-12,42.0,62.0,103.0,16.0,3.0,8.0
2016-06-13,141.0,61.0,41.0,15.0,2.0,6.0
2016-06-14,124.0,32.0,37.0,13.0,1.0,5.0
2016-06-15,106.0,32.0,65.0,16.0,,4.0
2016-06-16,55.0,33.0,77.0,25.0,,5.0
2016-06-17,81.0,47.0,44.0,24.0,1.0,4.0
2016-06-18,83.0,60.0,107.0,25.0,2.0,7.0
2016-06-19,112.0,61.0,114.0,17.0,2.0,6.0
2016-06-20,144.0,63.0,124.0,15.0,4.0,10.0
2016-06-21,172.0,63.0,125.0,17.0,1.0,8.0
2016-06-22,180.0,58.0,110.0,17.0,1.0,6.0
2016-06-23,112.0,70.0,87.0,18.0,3.0,10.0
2016-06-24,144.0,28.0,38.0,17.0,1.0,4.0
2016-06-25,50.0,28.0,50.0,11.0,1.0,2.0
2016-06-26,48.0,62.0,100.0,23.0,2.0,4.0
2016-06-27,103.0,66.0,70.0,19.0,3.0,6.0
2016-06-28,136.0,31.0,34.0,18.0,1.0,7.0
